Gene ID	Gene Name	log2foldchange	p-value
ENSG00000155099	PIP4P2	0.8	1.34E-07
ENSG00000155100	OTUD6B	0.6	3.29E-06
ENSG00000155111	CDK19	0.5	6.57E-08
ENSG00000155158	TTC39B	0.6	4.36E-05
ENSG00000155189	AGPAT5	0.5	0.000177412
ENSG00000155229	MMS19	0.5	4.17E-08
ENSG00000155252	PI4K2A	0.7	4.31E-08
ENSG00000155254	MARVELD1	1.2	1.28E-12
ENSG00000155256	ZFYVE27	0.2	0.006041302
ENSG00000155265	GOLGA7B	-0.3	3.72E-05
ENSG00000155269	GPR78	-0.5	1.21E-06
ENSG00000155275	TRMT44	-0.6	3.09E-07
ENSG00000155287	SLC25A28	0.1	0.0320718
ENSG00000155304	HSPA13	0.4	0.000556314
ENSG00000155307	SAMSN1	2.2	1.16E-06
ENSG00000155313	USP25	0.3	5.23E-05
ENSG00000155324	GRAMD2B	0.9	4.74E-07
ENSG00000155329	ZCCHC10	0.5	4.13E-05
ENSG00000155330	C16orf87	0.7	1.10E-06
ENSG00000155363	MOV10	0.5	9.73E-05
ENSG00000155368	DBI	0.3	6.50E-05
ENSG00000155380	SLC16A1	0.9	7.76E-05
ENSG00000155393	HEATR3	0.3	0.000765527
ENSG00000155438	NIFK	0.2	0.01613283
ENSG00000155463	OXA1L	-0.2	0.000356807
ENSG00000155465	SLC7A7	1	5.76E-05
ENSG00000155495	MAGEC1	-0.3	4.93E-07
ENSG00000155506	LARP1	-0.1	0.060352678
ENSG00000155508	CNOT8	0.5	1.26E-05
ENSG00000155511	GRIA1	-0.4	4.05E-06
ENSG00000155530	LRGUK	-0.3	0.000493532
ENSG00000155542	SETD9	0	0.755281881
ENSG00000155545	MIER3	0	0.752500626
ENSG00000155561	NUP205	0.7	9.60E-07
ENSG00000155592	ZKSCAN2	-0.4	3.14E-06
ENSG00000155621	C9orf85	0.1	0.219640697
ENSG00000155622	XAGE2	-0.5	8.89E-07
ENSG00000155629	PIK3AP1	0.3	0.023308242
ENSG00000155636	RBM45	0.2	0.009385017
ENSG00000155657	TTN	-0.8	2.65E-05
ENSG00000155659	VSIG4	1.7	2.04E-07
ENSG00000155660	PDIA4	-0.3	0.005249925
ENSG00000155666	KDM8	-0.7	8.21E-09
ENSG00000155714	PDZD9	-0.2	7.09E-05
ENSG00000155729	KCTD18	-0.2	0.003156143
ENSG00000155744	FAM126B	0.3	0.001818595
ENSG00000155749	FLACC1	-0.3	2.82E-07
ENSG00000155754	C2CD6	-0.1	0.000122818
ENSG00000155755	TMEM237	0.5	8.74E-08
ENSG00000155760	FZD7	1.5	1.79E-08
ENSG00000155761	SPAG17	0.1	0.38080749
ENSG00000155792	DEPTOR	0.8	1.42E-05
ENSG00000155816	FMN2	-0.1	0.241276118
ENSG00000155827	RNF20	0.1	0.116337211
ENSG00000155833	CYLC2	-0.1	0.122521432
ENSG00000155846	PPARGC1B	0.1	0.704948004
ENSG00000155849	ELMO1	-0.2	0.104335787
ENSG00000155850	SLC26A2	0.5	0.00043674
ENSG00000155858	LSM11	0.5	6.72E-07
ENSG00000155868	MED7	0.5	6.40E-07
ENSG00000155875	SAXO1	-0.1	0.006049047
ENSG00000155876	RRAGA	0.3	4.34E-07
ENSG00000155886	SLC24A2	-0.4	1.14E-05
ENSG00000155890	TRIM42	-0.2	0.001721923
ENSG00000155893	PXYLP1	0.3	0.001332148
ENSG00000155897	ADCY8	-0.4	3.27E-05
ENSG00000155903	RASA2	0.9	1.37E-06
ENSG00000155906	RMND1	0.3	0.002255078
ENSG00000155926	SLA	1	4.19E-06
ENSG00000155957	TMBIM4	0.2	0.000482105
ENSG00000155959	VBP1	0.1	0.066642531
ENSG00000155961	RAB39B	-0.8	1.12E-07
ENSG00000155962	CLIC2	0.9	0.000157244
ENSG00000155966	AFF2	-0.4	7.52E-07
ENSG00000155970	MICU3	0.4	0.013271079
ENSG00000155974	GRIP1	0.2	0.010529303
ENSG00000155975	VPS37A	0.6	0.000294113
ENSG00000155980	KIF5A	-0.5	8.18E-08
ENSG00000156006	NAT2	-0.8	0.000304878
ENSG00000156009	MAGEA8	-0.1	0.001515847
ENSG00000156011	PSD3	0.7	4.27E-07
ENSG00000156017	CARNMT1	-0.2	0.002783675
ENSG00000156026	MCU	0.9	7.51E-06
ENSG00000156030	ELMSAN1	0.6	2.65E-06
ENSG00000156042	CFAP70	-0.2	0.127031317
ENSG00000156049	GNA14	0	0.678771427
ENSG00000156050	FAM161B	0.3	1.15E-05
ENSG00000156052	GNAQ	0.5	1.56E-07
ENSG00000156076	WIF1	0.1	0.705486165
ENSG00000156096	UGT2B4	-0.1	0.001497625
ENSG00000156097	GPR61	-0.2	1.16E-05
ENSG00000156103	MMP16	1	1.64E-06
ENSG00000156110	ADK	0.2	0.000108491
ENSG00000156113	KCNMA1	0	0.71730081
ENSG00000156127	BATF	0	0.977838293
ENSG00000156136	DCK	0.8	3.47E-05
ENSG00000156140	ADAMTS3	0.5	0.000232866
ENSG00000156150	ALX3	-0.4	5.11E-07
ENSG00000156162	DPY19L4	0.8	3.26E-10
ENSG00000156170	NDUFAF6	0.2	0.024581639
ENSG00000156171	DRAM2	0.3	0.007358069
ENSG00000156172	C8orf37	0.1	0.167598962
ENSG00000156194	PPEF2	0	0.201117242
ENSG00000156206	CFAP161	-0.2	4.30E-05
ENSG00000156218	ADAMTSL3	-0.5	0.020822952
ENSG00000156219	ART3	-0.7	0.000192502
ENSG00000156222	SLC28A1	-0.8	1.60E-08
ENSG00000156232	WHAMM	0.3	0.009412874
ENSG00000156234	CXCL13	1.2	0.009867232
ENSG00000156239	N6AMT1	0.4	8.63E-06
ENSG00000156253	RWDD2B	-0.3	0.000166397
ENSG00000156256	USP16	-0.2	0.000484697
ENSG00000156261	CCT8	0.1	0.153819002
ENSG00000156265	MAP3K7CL	0.6	1.67E-07
ENSG00000156269	NAA11	-0.3	8.63E-07
ENSG00000156273	BACH1	0.5	2.83E-06
ENSG00000156282	CLDN17	-0.4	8.73E-08
ENSG00000156284	CLDN8	-0.2	0.000426024
ENSG00000156298	TSPAN7	-0.7	8.37E-05
ENSG00000156299	TIAM1	1.2	1.02E-08
ENSG00000156304	SCAF4	0.2	0.020855504
ENSG00000156313	RPGR	0.2	0.076061878
ENSG00000156345	CDK20	0	0.663409664
ENSG00000156381	ANKRD9	0.2	0.36520594
ENSG00000156384	SFR1	0.4	4.05E-06
ENSG00000156395	SORCS3	-0.1	0.039029734
ENSG00000156398	SFXN2	-0.8	1.24E-09
ENSG00000156411	ATP5MPL	-0.1	0.002181159
ENSG00000156413	FUT6	0.1	0.322985435
ENSG00000156414	TDRD9	0	0.722774091
ENSG00000156427	FGF18	0.5	0.001652926
ENSG00000156453	PCDH1	0.1	0.208586543
ENSG00000156463	SH3RF2	0	0.882045584
ENSG00000156467	UQCRB	-0.2	0.000120572
ENSG00000156469	MTERF3	0.6	4.76E-07
ENSG00000156471	PTDSS1	-0.3	2.83E-05
ENSG00000156475	PPP2R2B	-0.3	5.79E-06
ENSG00000156482	RPL30	-0.1	0.001179121
ENSG00000156486	KCNS2	-0.2	2.27E-05
ENSG00000156500	FAM122C	-0.2	6.74E-07
ENSG00000156502	SUPV3L1	0.3	0.00413555
ENSG00000156504	FAM122B	0.4	0.000862205
ENSG00000156508	EEF1A1	-0.9	5.42E-07
ENSG00000156509	FBXO43	-0.1	0.001204414
ENSG00000156510	HKDC1	0.6	0.036120521
ENSG00000156515	HK1	1.5	4.61E-09
ENSG00000156521	TYSND1	-0.2	0.003172243
ENSG00000156531	PHF6	0.1	0.035246074
ENSG00000156535	CD109	2.3	3.35E-11
ENSG00000156564	LRFN2	-0.4	9.79E-08
ENSG00000156574	NODAL	-0.4	2.19E-07
ENSG00000156575	PRG3	-0.4	8.40E-07
ENSG00000156587	UBE2L6	1.1	1.77E-07
ENSG00000156599	ZDHHC5	0.3	1.82E-06
ENSG00000156603	MED19	0.4	9.21E-07
ENSG00000156639	ZFAND3	0.3	1.74E-06
ENSG00000156642	NPTN	0.4	9.82E-06
ENSG00000156650	KAT6B	-0.2	0.00304226
ENSG00000156671	SAMD8	0.7	1.63E-06
ENSG00000156675	RAB11FIP1	0	0.809648054
ENSG00000156687	UNC5D	-0.5	0.000440775
ENSG00000156689	GLYATL2	-0.3	4.37E-06
ENSG00000156697	UTP14A	0.2	0.001013618
ENSG00000156709	AIFM1	-0.3	0.00177159
ENSG00000156711	MAPK13	0	0.84633132
ENSG00000156735	BAG4	0.4	3.97E-07
ENSG00000156738	MS4A1	0.4	0.231057122
ENSG00000156787	TBC1D31	0.3	0.003900444
ENSG00000156795	WDYHV1	0.2	0.006770485
ENSG00000156802	ATAD2	0.7	3.18E-06
ENSG00000156804	FBXO32	1.9	2.51E-10
ENSG00000156831	NSMCE2	0.2	0.00079801
ENSG00000156853	ZNF689	0	0.748621451
ENSG00000156858	PRR14	0.1	0.000251151
ENSG00000156860	FBRS	-0.3	8.49E-06
ENSG00000156869	FRRS1	-0.1	0.062933654
ENSG00000156873	PHKG2	0.2	0.001473063
ENSG00000156876	SASS6	0.2	0.001678082
ENSG00000156885	COX6A2	-0.7	1.48E-07
ENSG00000156886	ITGAD	-0.3	5.82E-06
ENSG00000156920	ADGRG4	-0.5	0.000192679
ENSG00000156925	ZIC3	-0.2	0.000826776
ENSG00000156928	MALSU1	0.2	6.64E-05
ENSG00000156931	VPS8	0.5	6.00E-09
ENSG00000156958	GALK2	0.2	0.011861213
ENSG00000156959	LHFPL4	-0.1	0.060039753
ENSG00000156966	B3GNT7	-0.1	0.333768293
ENSG00000156968	MPV17L	-0.6	1.79E-08
ENSG00000156970	BUB1B	1	2.56E-05
ENSG00000156973	PDE6D	0	0.982815075
ENSG00000156976	EIF4A2	0	0.81497987
ENSG00000156983	BRPF1	0	0.653405929
ENSG00000156990	RPUSD3	-0.1	0.00545385
ENSG00000157005	SST	0.1	0.843322772
ENSG00000157014	TATDN2	0.1	0.265936813
ENSG00000157017	GHRL	-0.6	0.00013229
ENSG00000157020	SEC13	0	0.378683381
ENSG00000157036	EXOG	0.3	0.000766263
ENSG00000157045	NTAN1	0.5	3.33E-07
ENSG00000157060	SHCBP1L	-0.3	2.05E-05
ENSG00000157064	NMNAT2	0.1	0.286764065
ENSG00000157077	ZFYVE9	-0.3	0.001749348
ENSG00000157087	ATP2B2	-0.6	1.03E-07
ENSG00000157093	LYZL4	-0.4	8.40E-07
ENSG00000157103	SLC6A1	0.5	2.49E-07
ENSG00000157106	SMG1	0.4	1.82E-05
ENSG00000157107	FCHO2	0.9	6.43E-07
ENSG00000157110	RBPMS	0.4	0.000113095
ENSG00000157111	TMEM171	-0.2	0.008862793
ENSG00000157119	KLHL40	-0.4	7.31E-08
ENSG00000157131	C8A	-0.3	1.41E-06
ENSG00000157150	TIMP4	-0.1	0.302707878
ENSG00000157152	SYN2	-0.3	1.09E-06
ENSG00000157168	NRG1	-0.5	7.40E-08
ENSG00000157181	ODR4	0	0.703767083
ENSG00000157184	CPT2	-0.5	1.45E-06
ENSG00000157191	NECAP2	0.7	1.04E-06
ENSG00000157193	LRP8	0.6	0.000151264
ENSG00000157212	PAXIP1	0.4	2.63E-05
ENSG00000157214	STEAP2	1.2	3.11E-08
ENSG00000157216	SSBP3	0.4	0.000384468
ENSG00000157219	HTR5A	-0.4	2.45E-06
ENSG00000157224	CLDN12	0.7	3.99E-05
ENSG00000157227	MMP14	0.3	0.00075148
ENSG00000157240	FZD1	1.1	1.56E-10
ENSG00000157259	GATAD1	0.2	0.00338561
ENSG00000157303	SUSD3	-0.3	0.000597788
ENSG00000157315	TMED6	-2.8	6.23E-06
ENSG00000157330	C1orf158	-0.5	1.02E-05
ENSG00000157343	ARMC12	-0.4	2.97E-08
ENSG00000157349	DDX19B	0	0.502141526
ENSG00000157350	ST3GAL2	0.2	0.000270517
ENSG00000157353	FCSK	0.1	0.280802994
ENSG00000157368	IL34	-0.5	4.56E-07
ENSG00000157379	DHRS1	-0.2	0.056931758
ENSG00000157388	CACNA1D	0.2	0.141656505
ENSG00000157399	ARSL	-1	0.001776697
ENSG00000157404	KIT	0.6	0.002062238
ENSG00000157423	HYDIN	0	0.827014881
ENSG00000157426	AASDH	0.3	5.30E-05
ENSG00000157429	ZNF19	0	0.626030117
ENSG00000157445	CACNA2D3	0.5	9.04E-06
ENSG00000157450	RNF111	0.8	5.91E-07
ENSG00000157456	CCNB2	0.6	0.0039832
ENSG00000157470	FAM81A	-0.1	0.325954417
ENSG00000157483	MYO1E	1.2	1.08E-09
ENSG00000157500	APPL1	-0.3	1.86E-05
ENSG00000157502	PWWP3B	-0.3	0.381156416
ENSG00000157510	AFAP1L1	-0.5	3.15E-07
ENSG00000157514	TSC22D3	0.7	5.32E-05
ENSG00000157538	VPS26C	0	0.918870683
ENSG00000157540	DYRK1A	0.4	7.87E-05
ENSG00000157542	KCNJ6	-0.2	0.138701103
ENSG00000157551	KCNJ15	0.1	0.83725748
ENSG00000157554	ERG	1.1	2.90E-06
ENSG00000157557	ETS2	1.1	0.0001088
ENSG00000157570	TSPAN18	0.1	0.106632356
ENSG00000157578	LCA5L	-0.1	0.009524895
ENSG00000157600	TMEM164	-0.1	0.422144418
ENSG00000157601	MX1	1.5	7.98E-08
ENSG00000157613	CREB3L1	0.3	0.119128776
ENSG00000157617	C2CD2	0.1	0.219276812
ENSG00000157625	TAB3	-0.1	0.141154831
ENSG00000157637	SLC38A10	-0.1	0.027444143
ENSG00000157653	C9orf43	-0.2	0.001242185
ENSG00000157654	PALM2AKAP2	0.6	2.96E-05
ENSG00000157657	ZNF618	0.4	3.47E-05
ENSG00000157680	DGKI	0.1	0.014967574
ENSG00000157693	TMEM268	0.2	0.170102074
ENSG00000157703	SVOPL	-0.3	0.000126993
ENSG00000157734	SNX22	-0.3	0.000297488
ENSG00000157741	UBN2	0.1	0.026757644
ENSG00000157764	BRAF	-0.1	0.028006968
ENSG00000157765	SLC34A2	0.2	0.174703622
ENSG00000157766	ACAN	0	0.741233322
ENSG00000157778	PSMG3	0.3	2.54E-06
ENSG00000157782	CABP1	-0.4	5.26E-07
ENSG00000157796	WDR19	0.7	1.08E-09
ENSG00000157800	SLC37A3	0.2	0.013868489
ENSG00000157823	AP3S2	-0.4	3.40E-06
ENSG00000157827	FMNL2	1.1	2.66E-08
ENSG00000157833	GAREM2	-0.2	0.006603301
ENSG00000157837	SPPL3	0.4	9.29E-06
ENSG00000157851	DPYSL5	-0.3	4.86E-06
ENSG00000157856	DRC1	-0.3	1.79E-06
ENSG00000157869	RAB28	0.7	4.65E-09
ENSG00000157870	PRXL2B	0.6	0.000549531
ENSG00000157873	TNFRSF14	0.1	0.220468883
ENSG00000157881	PANK4	0.2	0.002348922
ENSG00000157884	CIB4	-0.5	1.09E-07
ENSG00000157890	MEGF11	-0.4	8.97E-07
ENSG00000157895	C12orf43	0.2	0.007114158
ENSG00000157911	PEX10	-0.4	6.74E-05
ENSG00000157916	RER1	0	0.848462147
ENSG00000157927	RADIL	-0.8	1.10E-05
ENSG00000157933	SKI	1.1	2.06E-09
ENSG00000157954	WIPI2	0.2	0.000401815
ENSG00000157978	LDLRAP1	-0.5	1.19E-06
ENSG00000157985	AGAP1	0	0.770607124
ENSG00000157992	KRTCAP3	0	0.936242275
ENSG00000158006	PAFAH2	-0.3	2.70E-05
ENSG00000158008	EXTL1	-0.4	5.63E-07
ENSG00000158014	SLC30A2	-1.1	3.75E-05
ENSG00000158019	BABAM2	0.3	7.74E-07
ENSG00000158022	TRIM63	-0.3	0.000303961
ENSG00000158023	WDR66	-0.1	0.15403544
ENSG00000158042	MRPL17	0.2	0.009954444
ENSG00000158050	DUSP2	0.2	0.332905598
ENSG00000158055	GRHL3	-0.4	3.31E-06
ENSG00000158062	UBXN11	-0.1	0.012443947
ENSG00000158077	NLRP14	-0.4	1.22E-07
ENSG00000158079	PTPDC1	0.3	0.010588876
ENSG00000158089	GALNT14	0.5	0.000467865
ENSG00000158092	NCK1	1	1.45E-09
ENSG00000158104	HPD	-0.4	9.48E-06
ENSG00000158106	RHPN1	-0.6	1.49E-06
ENSG00000158109	TPRG1L	0.1	0.374073668
ENSG00000158113	LRRC43	-0.7	1.46E-07
ENSG00000158122	PRXL2C	0.4	4.44E-06
ENSG00000158125	XDH	-0.1	0.535128948
ENSG00000158156	XKR8	-0.3	1.23E-07
ENSG00000158158	CNNM4	0.3	0.000343885
ENSG00000158161	EYA3	0.1	0.01608624
ENSG00000158163	DZIP1L	0.4	8.26E-06
ENSG00000158164	TMSB15A	0.1	0.488331157
ENSG00000158169	FANCC	-0.4	3.02E-06
ENSG00000158186	MRAS	0.9	2.84E-09
ENSG00000158195	WASF2	0.6	3.55E-07
ENSG00000158201	ABHD3	0.7	0.000574821
ENSG00000158220	ESYT3	-0.2	0.000151024
ENSG00000158234	FAIM	0	0.728794342
ENSG00000158246	TENT5B	-0.2	0.022002398
ENSG00000158258	CLSTN2	0.5	0.000555769
ENSG00000158270	COLEC12	1.6	6.60E-08
ENSG00000158286	RNF207	0.8	5.18E-09
ENSG00000158290	CUL4B	0.2	0.001070922
ENSG00000158292	GPR153	0.3	1.12E-05
ENSG00000158296	SLC13A3	-0.5	8.53E-06
ENSG00000158301	GPRASP2	0	0.728985606
ENSG00000158315	RHBDL2	0.3	0.000226208
ENSG00000158321	AUTS2	1.2	1.36E-07
ENSG00000158352	SHROOM4	0	0.954637378
ENSG00000158402	CDC25C	-0.5	6.08E-07
ENSG00000158406	H4C8	0.3	0.009106179
ENSG00000158411	MITD1	0.9	1.23E-06
ENSG00000158417	EIF5B	0.1	0.097983414
ENSG00000158423	RIBC1	-0.4	6.10E-07
ENSG00000158435	CNOT11	0.3	9.00E-05
ENSG00000158445	KCNB1	-0.3	1.20E-06
ENSG00000158457	TSPAN33	-0.5	2.67E-05
ENSG00000158458	NRG2	-0.4	4.63E-07
ENSG00000158467	AHCYL2	-0.1	0.522158655
ENSG00000158470	B4GALT5	1.3	1.97E-07
ENSG00000158473	CD1D	0.4	0.0867027
ENSG00000158477	CD1A	0.3	0.008934954
ENSG00000158480	SPATA2	-0.1	0.055492023
ENSG00000158481	CD1C	0.4	0.034638532
ENSG00000158485	CD1B	-0.2	0.008034127
ENSG00000158486	DNAH3	-0.4	1.04E-07
ENSG00000158488	CD1E	-0.2	0.022861271
ENSG00000158497	HMHB1	-0.3	9.03E-06
ENSG00000158516	CPA2	-1.7	0.012858159
ENSG00000158525	CPA5	-0.8	3.01E-08
ENSG00000158526	TSR2	0.1	0.032137063
ENSG00000158528	PPP1R9A	-0.3	0.167052257
ENSG00000158545	ZC3H18	0.3	2.98E-05
ENSG00000158552	ZFAND2B	-0.2	0.003685148
ENSG00000158553	POM121L2	-0.3	1.26E-06
ENSG00000158555	GDPD5	-0.1	0.070305029
ENSG00000158560	DYNC1I1	0.2	0.017257502
ENSG00000158571	PFKFB1	-0.5	5.87E-09
ENSG00000158578	ALAS2	-0.4	1.30E-05
ENSG00000158604	TMED4	-0.3	0.001386078
ENSG00000158615	PPP1R15B	-0.1	0.050839039
ENSG00000158623	COPG2	0.2	0.026042462
ENSG00000158636	EMSY	0.2	0.00099229
ENSG00000158639	PAGE5	-0.2	0.001812816
ENSG00000158669	GPAT4	0.4	3.25E-09
ENSG00000158683	PKD1L1	-0.1	0.009537119
ENSG00000158691	ZSCAN12	-0.1	0.223793714
ENSG00000158710	TAGLN2	0.9	1.10E-07
ENSG00000158711	ELK4	0.7	1.18E-07
ENSG00000158714	SLAMF8	0.6	1.98E-05
ENSG00000158715	SLC45A3	0.6	5.01E-05
ENSG00000158716	DUSP23	0.6	1.40E-08
ENSG00000158717	RNF166	0.6	0.000530949
ENSG00000158747	NBL1	1.6	6.85E-10
ENSG00000158748	HTR6	-0.5	1.14E-08
ENSG00000158773	USF1	-0.5	2.48E-07
ENSG00000158786	PLA2G2F	-0.3	9.71E-06
ENSG00000158792	SPATA2L	-0.1	0.290713271
ENSG00000158793	NIT1	-0.2	0.003426721
ENSG00000158796	DEDD	0.1	0.079132137
ENSG00000158805	ZNF276	0.1	0.037255235
ENSG00000158806	NPM2	-0.4	5.17E-07
ENSG00000158813	EDA	-0.4	3.84E-06
ENSG00000158815	FGF17	-0.6	5.68E-09
ENSG00000158816	VWA5B1	-0.3	9.21E-06
ENSG00000158825	CDA	0.5	0.001731861
ENSG00000158828	PINK1	-0.1	0.066865883
ENSG00000158850	B4GALT3	-0.2	0.000566886
ENSG00000158856	DMTN	-0.4	1.94E-05
ENSG00000158859	ADAMTS4	-0.3	3.79E-05
ENSG00000158863	FAM160B2	0.3	4.94E-08
ENSG00000158864	NDUFS2	0.1	0.058459743
ENSG00000158865	SLC5A11	-0.8	1.27E-09
ENSG00000158869	FCER1G	1.8	1.73E-07
ENSG00000158874	APOA2	-0.2	0.000598698
ENSG00000158882	TOMM40L	0.2	0.042636436
ENSG00000158887	MPZ	-0.3	3.51E-06
ENSG00000158901	WFDC8	-0.6	8.59E-08
ENSG00000158941	CCAR2	0.2	0.017990893
ENSG00000158955	WNT9B	-0.1	0.050037749
ENSG00000158966	CACHD1	-0.1	0.567299927
ENSG00000158985	CDC42SE2	0.2	0.023273673
ENSG00000158987	RAPGEF6	0.4	0.0046469
ENSG00000159023	EPB41	-0.3	0.007259302
ENSG00000159055	MIS18A	0.1	0.108867206
ENSG00000159063	ALG8	0	0.652447902
ENSG00000159069	FBXW5	-0.2	6.10E-06
ENSG00000159079	CFAP298	-0.1	0.085184624
ENSG00000159082	SYNJ1	0.5	0.000828218
ENSG00000159086	PAXBP1	0.2	0.005548246
ENSG00000159110	IFNAR2	0.1	0.183771964
ENSG00000159111	MRPL10	0.1	0.036311353
ENSG00000159128	IFNGR2	0.8	1.36E-08
ENSG00000159131	GART	0.4	1.87E-05
ENSG00000159140	SON	0.4	2.20E-05
ENSG00000159147	DONSON	0.8	3.81E-08
ENSG00000159164	SV2A	0	0.563049108
ENSG00000159166	LAD1	0.7	2.17E-05
ENSG00000159167	STC1	0.8	7.60E-06
ENSG00000159173	TNNI1	-0.5	7.95E-07
ENSG00000159176	CSRP1	0.4	6.83E-05
ENSG00000159182	PRAC1	-0.3	1.98E-05
ENSG00000159184	HOXB13	-0.3	4.09E-05
ENSG00000159189	C1QC	1.8	3.10E-06
ENSG00000159197	KCNE2	-0.5	0.016099864
ENSG00000159199	ATP5MC1	-0.1	0.052150238
ENSG00000159200	RCAN1	0.1	0.487628888
ENSG00000159202	UBE2Z	0.6	3.01E-08
ENSG00000159208	CIART	0.2	0.084979717
ENSG00000159210	SNF8	0.1	0.064621482
ENSG00000159212	CLIC6	1.4	8.52E-07
ENSG00000159214	CCDC24	-0.2	0.032761329
ENSG00000159216	RUNX1	2.2	1.93E-11
ENSG00000159217	IGF2BP1	-0.3	0.000420594
ENSG00000159224	GIP	-0.9	0.016663165
ENSG00000159228	CBR1	0	0.929781483
ENSG00000159231	CBR3	0.8	1.68E-09
ENSG00000159247	TUBBP5	0	0.715663971
ENSG00000159248	GJD2	-0.6	1.15E-07
ENSG00000159251	ACTC1	0	0.928326917
ENSG00000159256	MORC3	0.5	5.31E-06
ENSG00000159259	CHAF1B	-0.4	1.04E-05
ENSG00000159261	CLDN14	-0.4	0.000220361
ENSG00000159263	SIM2	0.1	0.270894357
ENSG00000159267	HLCS	-0.2	0.007132386
ENSG00000159307	SCUBE1	-0.5	6.74E-07
ENSG00000159314	ARHGAP27	0.4	0.001203847
ENSG00000159322	ADPGK	0.4	1.24E-05
ENSG00000159335	PTMS	0	0.802729442
ENSG00000159339	PADI4	-0.9	2.36E-09
ENSG00000159346	ADIPOR1	-0.3	0.000276833
ENSG00000159348	CYB5R1	0	0.603986026
ENSG00000159352	PSMD4	0.3	5.57E-07
ENSG00000159363	ATP13A2	-0.5	0.000244436
ENSG00000159374	M1AP	0	0.878629716
ENSG00000159377	PSMB4	0.4	7.44E-07
ENSG00000159388	BTG2	-1.1	3.25E-06
ENSG00000159398	CES5A	-0.1	0.029075172
ENSG00000159399	HK2	1.5	1.89E-08
ENSG00000159403	C1R	2	1.60E-11
ENSG00000159409	CELF3	-0.5	4.37E-07
ENSG00000159423	ALDH4A1	-0.4	1.27E-06
ENSG00000159433	STARD9	0.1	0.413023037
ENSG00000159445	THEM4	0	0.868461797
ENSG00000159450	TCHH	-0.1	0.181104528
ENSG00000159455	LCE2B	-0.2	0.000156344
ENSG00000159459	UBR1	0.1	0.044892962
ENSG00000159461	AMFR	-0.1	0.103184082
ENSG00000159479	MED8	0.1	0.019159554
ENSG00000159495	TGM7	-0.3	2.95E-06
ENSG00000159496	RGL4	-0.4	7.93E-06
ENSG00000159516	SPRR2G	-0.4	6.25E-07
ENSG00000159527	PGLYRP3	-0.3	2.29E-05
ENSG00000159556	ISL2	-0.1	0.485971873
ENSG00000159579	RSPRY1	0.2	0.000935
ENSG00000159588	CCDC17	-0.2	0.000138329
ENSG00000159592	GPBP1L1	0.2	0.002839909
ENSG00000159593	NAE1	0.2	2.01E-05
ENSG00000159596	TMEM69	0.1	0.092791864
ENSG00000159618	ADGRG5	-0.4	3.24E-07
ENSG00000159625	DRC7	-0.4	3.48E-06
ENSG00000159640	ACE	-0.3	0.043012775
ENSG00000159648	TEPP	-0.5	6.53E-06
ENSG00000159650	UROC1	-0.3	1.52E-06
ENSG00000159658	EFCAB14	0.3	0.000899292
ENSG00000159674	SPON2	1.8	8.04E-12
ENSG00000159685	CHCHD6	-0.1	0.222459697
ENSG00000159692	CTBP1	0	0.80255459
ENSG00000159708	LRRC36	-0.2	0.057772986
ENSG00000159714	ZDHHC1	0.1	0.081548848
ENSG00000159720	ATP6V0D1	0.3	0.001135297
ENSG00000159723	AGRP	-0.3	3.74E-06
ENSG00000159733	ZFYVE28	-0.2	0.000290099
ENSG00000159753	CARMIL2	-0.4	5.28E-08
ENSG00000159761	C16orf86	-0.4	1.06E-05
ENSG00000159763	PIP	-0.2	0.074382204
ENSG00000159784	FAM131B	-0.3	3.38E-06
ENSG00000159788	RGS12	0.3	1.30E-06
ENSG00000159792	PSKH1	-0.3	4.13E-05
ENSG00000159840	ZYX	0.7	1.23E-08
ENSG00000159842	ABR	1	7.11E-08
ENSG00000159871	LYPD5	-0.2	0.001473133
ENSG00000159873	CCDC117	0.3	0.000789486
ENSG00000159882	ZNF230	0.4	8.14E-05
ENSG00000159884	CCDC107	-0.3	0.001705915
ENSG00000159885	ZNF222	0.3	2.79E-05
ENSG00000159899	NPR2	0.5	2.13E-07
ENSG00000159905	ZNF221	-0.3	6.44E-06
ENSG00000159915	ZNF233	-0.2	0.00151983
ENSG00000159917	ZNF235	0	0.96372081
ENSG00000159921	GNE	0.6	3.15E-06
ENSG00000159958	TNFRSF13C	-0.5	3.02E-08
ENSG00000159961	OR3A3	-0.6	9.18E-07
ENSG00000160007	ARHGAP35	0.3	3.17E-06
ENSG00000160013	PTGIR	-0.3	4.04E-06
ENSG00000160014	CALM3	0.2	0.015321029
ENSG00000160049	DFFA	0.1	0.12616466
ENSG00000160050	CCDC28B	-0.2	0.044146276
ENSG00000160051	IQCC	-0.7	1.82E-07
ENSG00000160055	TMEM234	-0.2	0.004047246
ENSG00000160058	BSDC1	0.1	0.247426206
ENSG00000160072	ATAD3B	-0.4	5.48E-06
ENSG00000160075	SSU72	0	0.586885932
ENSG00000160087	UBE2J2	0	0.338237628
ENSG00000160094	ZNF362	0.4	4.89E-08
ENSG00000160097	FNDC5	-0.4	6.15E-08
ENSG00000160111	CPAMD8	-0.3	0.000311496
ENSG00000160113	NR2F6	-0.1	0.484103917
ENSG00000160117	ANKLE1	-0.1	0.090735353
ENSG00000160124	CCDC58	0	0.946863294
ENSG00000160131	VMA21	0.2	8.89E-07
